PT-AU;Nº ciclo;Part Number;Nº Serie;Geometría;Material;Nº capas;Sección;Punto;Zona;FV;Espesor nominal;Espesor curado;OF
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;24,0;;P16;Alma;NO;3,456;3,83;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;24,0;;P17;Alma;SI;3,519;3,85;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;24,0;;P18;Alma;SI;3,519;3,86;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;24,0;;P19;Alma;SI;3,519;3,82;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;24,0;;P20;Alma;SI;3,519;3,76;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;24,0;;P21;Alma;SI;3,519;3,89;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;24,0;;P22;Alma;SI;3,519;3,87;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;24,0;;P23;Alma;SI;3,519;3,86;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;24,0;;P24;Alma;SI;3,519;3,77;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;24,0;;P25;Alma;SI;3,519;3,87;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;24,0;;P26;Alma;SI;3,519;3,88;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;24,0;;P27;Alma;SI;3,519;3,75;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;24,0;;P28;Alma;SI;3,519;3,69;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;24,0;;P29;Alma;SI;3,519;3,95;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;24,0;;P30;Alma;SI;3,519;3,87;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;24,0;;P31;Alma;SI;3,519;3,8;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;24,0;;P32;Alma;SI;3,519;3,73;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;52,0;;P1;Alma;NO;7,488;7,59;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;52,0;;P2;Alma;NO;7,488;7,67;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;52,0;;P3;Alma;NO;7,488;7,66;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;52,0;;P4;Alma;NO;7,488;7,72;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;52,0;;P5;Alma;NO;7,488;7,72;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;52,0;;P6;Alma;NO;7,488;7,82;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;52,0;;P7;Alma;NO;7,488;7,89;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;52,0;;P8;Alma;NO;7,488;7,87;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;52,0;;P9;Alma;NO;7,488;7,8;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;52,0;;P10;Alma;NO;7,488;7,86;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;52,0;;P11;Alma;NO;7,488;7,9;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;52,0;;P12;Alma;NO;7,488;7,93;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;52,0;;P13;Alma;NO;7,488;7,84;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;52,0;;P14;Alma;NO;7,488;7,86;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;52,0;;P15;Alma;NO;7,488;7,98;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;52,0;;P16;Alma;NO;7,488;7,97;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;52,0;;P17;Alma;SI;7,551;7,77;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;52,0;;P18;Alma;SI;7,551;7,79;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;52,0;;P19;Alma;SI;7,551;7,82;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;52,0;;P20;Alma;SI;7,551;7,69;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;52,0;;P21;Alma;SI;7,551;7,97;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;52,0;;P22;Alma;SI;7,551;7,92;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;52,0;;P23;Alma;SI;7,551;7,99;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;52,0;;P24;Alma;SI;7,551;7,87;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;52,0;;P25;Alma;SI;7,551;7,97;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;52,0;;P26;Alma;SI;7,551;7,98;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;52,0;;P27;Alma;SI;7,551;7,96;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;52,0;;P28;Alma;SI;7,551;7,89;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;52,0;;P29;Alma;SI;7,551;8,08;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;52,0;;P30;Alma;SI;7,551;8,04;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;52,0;;P31;Alma;SI;7,551;7,98;
PT-AU15;AU1-11190;ACTR-01900-001;1;Plana;UD Tape;52,0;;P32;Alma;SI;7,551;7,88;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;8,0;;P1;Alma;NO;1,152;1,2;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;8,0;;P2;Alma;NO;1,152;1,18;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;8,0;;P3;Alma;NO;1,152;1,26;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;8,0;;P4;Alma;NO;1,152;1,26;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;8,0;;P5;Alma;NO;1,152;1,2;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;8,0;;P6;Alma;NO;1,152;1,24;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;8,0;;P7;Alma;NO;1,152;1,23;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;8,0;;P8;Alma;NO;1,152;1,22;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;8,0;;P9;Alma;NO;1,152;1,18;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;8,0;;P10;Alma;NO;1,152;1,27;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;8,0;;P11;Alma;NO;1,152;1,25;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;8,0;;P12;Alma;NO;1,152;1,24;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;8,0;;P13;Alma;NO;1,152;1,14;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;8,0;;P14;Alma;NO;1,152;1,2;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;8,0;;P15;Alma;NO;1,152;1,17;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;8,0;;P16;Alma;NO;1,152;1,21;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;8,0;;P17;Alma;SI;1,215;1,29;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;8,0;;P18;Alma;SI;1,215;1,32;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;8,0;;P19;Alma;SI;1,215;1,34;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;8,0;;P20;Alma;SI;1,215;1,35;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;8,0;;P21;Alma;SI;1,215;1,31;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;8,0;;P22;Alma;SI;1,215;1,29;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;8,0;;P23;Alma;SI;1,215;1,28;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;8,0;;P24;Alma;SI;1,215;1,3;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;8,0;;P25;Alma;SI;1,215;1,31;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;8,0;;P26;Alma;SI;1,215;1,36;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;8,0;;P27;Alma;SI;1,215;1,34;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;8,0;;P28;Alma;SI;1,215;1,32;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;8,0;;P29;Alma;SI;1,215;1,26;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;8,0;;P30;Alma;SI;1,215;1,29;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;8,0;;P31;Alma;SI;1,215;1,26;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;8,0;;P32;Alma;SI;1,215;1,26;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;16,0;;P1;Alma;NO;2,304;2,42;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;16,0;;P2;Alma;NO;2,304;2,49;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;16,0;;P3;Alma;NO;2,304;2,58;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;16,0;;P4;Alma;NO;2,304;2,58;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;16,0;;P5;Alma;NO;2,304;2,38;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;16,0;;P6;Alma;NO;2,304;2,53;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;16,0;;P7;Alma;NO;2,304;2,48;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;16,0;;P8;Alma;NO;2,304;2,5;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;16,0;;P9;Alma;NO;2,304;2,38;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;16,0;;P10;Alma;NO;2,304;2,45;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;16,0;;P11;Alma;NO;2,304;2,51;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;16,0;;P12;Alma;NO;2,304;2,55;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;16,0;;P13;Alma;NO;2,304;2,38;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;16,0;;P14;Alma;NO;2,304;2,45;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;16,0;;P15;Alma;NO;2,304;2,51;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;16,0;;P16;Alma;NO;2,304;2,5;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;16,0;;P17;Alma;SI;2,367;2,63;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;16,0;;P18;Alma;SI;2,367;2,6;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;16,0;;P19;Alma;SI;2,367;2,57;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;16,0;;P20;Alma;SI;2,367;2,52;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;16,0;;P21;Alma;SI;2,367;2,58;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;16,0;;P22;Alma;SI;2,367;2,58;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;16,0;;P23;Alma;SI;2,367;2,53;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;16,0;;P24;Alma;SI;2,367;2,5;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;16,0;;P25;Alma;SI;2,367;2,61;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;16,0;;P26;Alma;SI;2,367;2,55;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;16,0;;P27;Alma;SI;2,367;2,53;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;16,0;;P28;Alma;SI;2,367;2,49;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;16,0;;P29;Alma;SI;2,367;2,55;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;16,0;;P30;Alma;SI;2,367;2,59;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;16,0;;P31;Alma;SI;2,367;2,58;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;16,0;;P32;Alma;SI;2,367;2,49;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;24,0;;P1;Alma;NO;3,456;3,68;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;24,0;;P2;Alma;NO;3,456;3,68;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;24,0;;P3;Alma;NO;3,456;3,71;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;24,0;;P4;Alma;NO;3,456;3,74;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;24,0;;P5;Alma;NO;3,456;3,59;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;24,0;;P6;Alma;NO;3,456;3,68;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;24,0;;P7;Alma;NO;3,456;3,8;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;24,0;;P8;Alma;NO;3,456;3,76;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;24,0;;P9;Alma;NO;3,456;3,61;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;24,0;;P10;Alma;NO;3,456;3,66;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;24,0;;P11;Alma;NO;3,456;3,72;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;24,0;;P12;Alma;NO;3,456;3,8;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;24,0;;P13;Alma;NO;3,456;3,52;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;24,0;;P14;Alma;NO;3,456;3,67;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;24,0;;P15;Alma;NO;3,456;3,72;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;24,0;;P16;Alma;NO;3,456;3,72;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;24,0;;P17;Alma;SI;3,519;3,82;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;24,0;;P18;Alma;SI;3,519;3,75;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;24,0;;P19;Alma;SI;3,519;3,73;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;24,0;;P20;Alma;SI;3,519;3,58;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;24,0;;P21;Alma;SI;3,519;3,86;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;24,0;;P22;Alma;SI;3,519;3,83;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;24,0;;P23;Alma;SI;3,519;3,74;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;24,0;;P24;Alma;SI;3,519;3,64;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;24,0;;P25;Alma;SI;3,519;3,84;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;24,0;;P26;Alma;SI;3,519;3,8;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;24,0;;P27;Alma;SI;3,519;3,78;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;24,0;;P28;Alma;SI;3,519;3,66;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;24,0;;P29;Alma;SI;3,519;3,82;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;24,0;;P30;Alma;SI;3,519;3,78;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;24,0;;P31;Alma;SI;3,519;3,81;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;24,0;;P32;Alma;SI;3,519;3,63;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;52,0;;P1;Alma;NO;7,488;7,48;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;52,0;;P2;Alma;NO;7,488;7,65;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;52,0;;P3;Alma;NO;7,488;7,74;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;52,0;;P4;Alma;NO;7,488;7,82;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;52,0;;P5;Alma;NO;7,488;7,76;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;52,0;;P6;Alma;NO;7,488;7,88;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;52,0;;P7;Alma;NO;7,488;8,0;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;52,0;;P8;Alma;NO;7,488;7,92;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;52,0;;P9;Alma;NO;7,488;7,75;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;52,0;;P10;Alma;NO;7,488;7,87;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;52,0;;P11;Alma;NO;7,488;8,04;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;52,0;;P12;Alma;NO;7,488;8,02;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;52,0;;P13;Alma;NO;7,488;7,75;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;52,0;;P14;Alma;NO;7,488;7,86;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;52,0;;P15;Alma;NO;7,488;7,96;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;52,0;;P16;Alma;NO;7,488;8,01;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;52,0;;P17;Alma;SI;7,551;7,77;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;52,0;;P18;Alma;SI;7,551;7,8;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;52,0;;P19;Alma;SI;7,551;7,78;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;52,0;;P20;Alma;SI;7,551;7,6;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;52,0;;P21;Alma;SI;7,551;8,0;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;52,0;;P22;Alma;SI;7,551;8,03;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;52,0;;P23;Alma;SI;7,551;7,97;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;52,0;;P24;Alma;SI;7,551;7,77;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;52,0;;P25;Alma;SI;7,551;8,07;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;52,0;;P26;Alma;SI;7,551;7,98;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;52,0;;P27;Alma;SI;7,551;7,96;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;52,0;;P28;Alma;SI;7,551;7,8;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;52,0;;P29;Alma;SI;7,551;8,04;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;52,0;;P30;Alma;SI;7,551;8,04;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;52,0;;P31;Alma;SI;7,551;7,93;
PT-AU15;AU1-11190;ACTR-01900-001;2;Plana;UD Tape;52,0;;P32;Alma;SI;7,551;7,77;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;8,0;;P1;Alma;NO;1,152;1,35;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;8,0;;P2;Alma;NO;1,152;1,32;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;8,0;;P3;Alma;NO;1,152;1,28;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;8,0;;P4;Alma;NO;1,152;1,29;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;8,0;;P5;Alma;NO;1,152;1,28;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;8,0;;P6;Alma;NO;1,152;1,29;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;8,0;;P7;Alma;NO;1,152;1,31;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;8,0;;P8;Alma;NO;1,152;1,33;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;8,0;;P9;Alma;NO;1,152;1,28;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;8,0;;P10;Alma;NO;1,152;1,3;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;8,0;;P11;Alma;NO;1,152;1,3;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;8,0;;P12;Alma;NO;1,152;1,33;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;8,0;;P13;Alma;NO;1,152;1,23;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;8,0;;P14;Alma;NO;1,152;1,23;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;8,0;;P15;Alma;NO;1,152;1,21;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;8,0;;P16;Alma;NO;1,152;1,21;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;8,0;;P17;Alma;SI;1,215;1,16;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;8,0;;P18;Alma;SI;1,215;1,19;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;8,0;;P19;Alma;SI;1,215;1,24;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;8,0;;P20;Alma;SI;1,215;1,25;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;8,0;;P21;Alma;SI;1,215;1,18;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;8,0;;P22;Alma;SI;1,215;1,2;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;8,0;;P23;Alma;SI;1,215;1,23;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;8,0;;P24;Alma;SI;1,215;1,22;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;8,0;;P25;Alma;SI;1,215;1,49;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;8,0;;P26;Alma;SI;1,215;1,24;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;8,0;;P27;Alma;SI;1,215;1,29;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;8,0;;P28;Alma;SI;1,215;1,21;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;8,0;;P29;Alma;SI;1,215;1,16;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;8,0;;P30;Alma;SI;1,215;1,2;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;8,0;;P31;Alma;SI;1,215;1,18;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;8,0;;P32;Alma;SI;1,215;1,17;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;16,0;;P1;Alma;NO;2,304;2,38;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;16,0;;P2;Alma;NO;2,304;2,44;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;16,0;;P3;Alma;NO;2,304;2,53;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;16,0;;P4;Alma;NO;2,304;2,53;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;16,0;;P5;Alma;NO;2,304;2,4;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;16,0;;P6;Alma;NO;2,304;2,5;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;16,0;;P7;Alma;NO;2,304;2,5;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;16,0;;P8;Alma;NO;2,304;2,57;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;16,0;;P9;Alma;NO;2,304;2,4;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;16,0;;P10;Alma;NO;2,304;2,42;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;16,0;;P11;Alma;NO;2,304;2,53;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;16,0;;P12;Alma;NO;2,304;2,55;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;16,0;;P13;Alma;NO;2,304;2,36;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;16,0;;P14;Alma;NO;2,304;2,42;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;16,0;;P15;Alma;NO;2,304;2,45;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;16,0;;P16;Alma;NO;2,304;2,51;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;16,0;;P17;Alma;SI;2,367;2,68;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;16,0;;P18;Alma;SI;2,367;2,65;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;16,0;;P19;Alma;SI;2,367;2,52;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;16,0;;P20;Alma;SI;2,367;2,45;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;16,0;;P21;Alma;SI;2,367;2,65;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;16,0;;P22;Alma;SI;2,367;2,63;
PT-AU15;AU1-11190;ACTR-01900-001;3;Plana;UD Tape;16,0;;P23;Alma;SI;2,367;2,56;
