PT-AU;Nº ciclo;Part Number;Nº Serie;Geometría;Material;Nº capas;Sección;Punto;Zona;FV;Espesor nominal;Espesor curado;OF
PT-AU57;AU01-3442;;;R13 hembra;PW Fabric;4,0;4X;P03;Faldilla;NO;0,8;0,82;1002261902
PT-AU57;AU01-3442;;;R13 hembra;PW Fabric;4,0;4X;P04;Radio;NO;0,8;0,84;1002261902
PT-AU57;AU01-3442;;;R13 hembra;PW Fabric;4,0;4X;P05;Alma;NO;0,8;0,77;1002261902
PT-AU57;AU01-3442;;;R13 hembra;PW Fabric;4,0;4X;P06;Alma;NO;0,8;0,77;1002261902
PT-AU57;AU01-3442;;;R13 hembra;PW Fabric;4,0;4X;P07;Alma;NO;0,8;0,72;1002261902
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;1X;P01;Faldilla;NO;3,456;3,41;1002261890
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;1X;P02;Faldilla;NO;3,456;3,46;1002261890
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;1X;P03;Faldilla;NO;3,456;3,45;1002261890
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;1X;P04;Radio;NO;3,456;3,47;1002261890
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;1X;P05;Alma;NO;3,456;3,47;1002261890
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;1X;P06;Alma;NO;3,456;3,52;1002261890
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;1X;P07;Alma;NO;3,456;3,45;1002261890
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;2X;P01;Faldilla;NO;3,456;3,41;1002261890
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;2X;P02;Faldilla;NO;3,456;3,42;1002261890
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;2X;P03;Faldilla;NO;3,456;3,41;1002261890
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;2X;P04;Radio;NO;3,456;3,43;1002261890
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;2X;P05;Alma;NO;3,456;3,43;1002261890
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;2X;P06;Alma;NO;3,456;3,43;1002261890
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;2X;P07;Alma;NO;3,456;3,43;1002261890
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;3X;P01;Faldilla;NO;3,456;3,44;1002261890
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;3X;P02;Faldilla;NO;3,456;3,42;1002261890
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;3X;P03;Faldilla;NO;3,456;3,4;1002261890
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;3X;P04;Radio;NO;3,456;3,47;1002261890
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;3X;P05;Alma;NO;3,456;3,49;1002261890
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;3X;P06;Alma;NO;3,456;3,38;1002261890
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;3X;P07;Alma;NO;3,456;3,37;1002261890
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;4X;P01;Faldilla;NO;3,456;3,34;1002261890
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;4X;P02;Faldilla;NO;3,456;3,45;1002261890
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;4X;P03;Faldilla;NO;3,456;3,44;1002261890
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;4X;P04;Radio;NO;3,456;3,5;1002261890
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;4X;P05;Alma;NO;3,456;3,42;1002261890
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;4X;P06;Alma;NO;3,456;3,44;1002261890
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;4X;P07;Alma;NO;3,456;3,38;1002261890
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;1X;P01;Faldilla;NO;2,304;2,19;1002261872
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;1X;P02;Faldilla;NO;2,304;2,26;1002261872
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;1X;P03;Faldilla;NO;2,304;2,3;1002261872
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;1X;P04;Radio;NO;2,304;2,34;1002261872
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;1X;P05;Alma;NO;2,304;2,31;1002261872
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;1X;P06;Alma;NO;2,304;2,32;1002261872
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;1X;P07;Alma;NO;2,304;2,23;1002261872
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;2X;P01;Faldilla;NO;2,304;2,27;1002261872
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;2X;P02;Faldilla;NO;2,304;2,31;1002261872
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;2X;P03;Faldilla;NO;2,304;2,27;1002261872
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;2X;P04;Radio;NO;2,304;2,25;1002261872
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;2X;P05;Alma;NO;2,304;2,22;1002261872
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;2X;P06;Alma;NO;2,304;2,29;1002261872
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;2X;P07;Alma;NO;2,304;2,21;1002261872
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;3X;P01;Faldilla;NO;2,304;2,25;1002261872
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;3X;P02;Faldilla;NO;2,304;2,26;1002261872
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;3X;P03;Faldilla;NO;2,304;2,26;1002261872
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;3X;P04;Radio;NO;2,304;2,31;1002261872
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;3X;P05;Alma;NO;2,304;2,33;1002261872
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;3X;P06;Alma;NO;2,304;2,31;1002261872
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;3X;P07;Alma;NO;2,304;2,22;1002261872
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;4X;P01;Faldilla;NO;2,304;2,28;1002261872
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;4X;P02;Faldilla;NO;2,304;2,33;1002261872
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;4X;P03;Faldilla;NO;2,304;2,26;1002261872
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;4X;P04;Radio;NO;2,304;2,38;1002261872
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;4X;P05;Alma;NO;2,304;2,27;1002261872
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;4X;P06;Alma;NO;2,304;2,28;1002261872
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;4X;P07;Alma;NO;2,304;2,24;1002261872
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;1X;P01;Faldilla;NO;2,304;2,27;1002261871
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;1X;P02;Faldilla;NO;2,304;2,29;1002261871
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;1X;P03;Faldilla;NO;2,304;2,31;1002261871
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;1X;P04;Radio;NO;2,304;2,39;1002261871
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;1X;P05;Alma;NO;2,304;2,24;1002261871
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;1X;P06;Alma;NO;2,304;2,29;1002261871
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;1X;P07;Alma;NO;2,304;2,24;1002261871
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;2X;P01;Faldilla;NO;2,304;2,24;1002261871
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;2X;P02;Faldilla;NO;2,304;2,34;1002261871
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;2X;P03;Faldilla;NO;2,304;2,29;1002261871
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;2X;P04;Radio;NO;2,304;2,36;1002261871
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;2X;P05;Alma;NO;2,304;2,27;1002261871
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;2X;P06;Alma;NO;2,304;2,33;1002261871
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;2X;P07;Alma;NO;2,304;2,31;1002261871
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;3X;P01;Faldilla;NO;2,304;2,26;1002261871
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;3X;P02;Faldilla;NO;2,304;2,32;1002261871
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;3X;P03;Faldilla;NO;2,304;2,31;1002261871
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;3X;P04;Radio;NO;2,304;2,33;1002261871
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;3X;P05;Alma;NO;2,304;2,26;1002261871
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;3X;P06;Alma;NO;2,304;2,27;1002261871
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;3X;P07;Alma;NO;2,304;2,31;1002261871
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;4X;P01;Faldilla;NO;2,304;2,26;1002261871
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;4X;P02;Faldilla;NO;2,304;2,32;1002261871
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;4X;P03;Faldilla;NO;2,304;2,28;1002261871
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;4X;P04;Radio;NO;2,304;2,33;1002261871
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;4X;P05;Alma;NO;2,304;2,29;1002261871
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;4X;P06;Alma;NO;2,304;2,32;1002261871
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;4X;P07;Alma;NO;2,304;2,22;1002261871
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;1X;P01;Faldilla;NO;2,304;2,35;1002261870
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;1X;P02;Faldilla;NO;2,304;2,32;1002261870
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;1X;P03;Faldilla;NO;2,304;2,34;1002261870
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;1X;P05;Alma;NO;2,304;2,34;1002261870
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;1X;P06;Alma;NO;2,304;2,31;1002261870
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;1X;P07;Alma;NO;2,304;2,27;1002261870
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;2X;P01;Faldilla;NO;2,304;2,33;1002261870
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;2X;P02;Faldilla;NO;2,304;2,37;1002261870
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;2X;P03;Faldilla;NO;2,304;2,25;1002261870
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;2X;P05;Alma;NO;2,304;2,27;1002261870
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;2X;P06;Alma;NO;2,304;2,29;1002261870
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;2X;P07;Alma;NO;2,304;2,26;1002261870
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;3X;P01;Faldilla;NO;2,304;2,28;1002261870
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;3X;P02;Faldilla;NO;2,304;2,36;1002261870
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;3X;P03;Faldilla;NO;2,304;2,3;1002261870
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;3X;P05;Alma;NO;2,304;2,32;1002261870
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;3X;P06;Alma;NO;2,304;2,32;1002261870
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;3X;P07;Alma;NO;2,304;2,25;1002261870
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;4X;P01;Faldilla;NO;2,304;2,26;1002261870
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;4X;P02;Faldilla;NO;2,304;2,25;1002261870
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;4X;P03;Faldilla;NO;2,304;2,31;1002261870
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;4X;P05;Alma;NO;2,304;2,29;1002261870
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;4X;P06;Alma;NO;2,304;2,27;1002261870
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;16,0;4X;P07;Alma;NO;2,304;2,26;1002261870
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;1X;P01;Faldilla;NO;1,152;1,13;1002261869
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;1X;P02;Faldilla;NO;1,152;1,2;1002261869
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;1X;P03;Faldilla;NO;1,152;1,11;1002261869
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;1X;P04;Radio;NO;1,152;1,147;1002261869
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;1X;P05;Alma;NO;1,152;1,14;1002261869
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;1X;P06;Alma;NO;1,152;1,2;1002261869
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;1X;P07;Alma;NO;1,152;1,5;1002261869
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;2X;P01;Faldilla;NO;1,152;1,14;1002261869
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;2X;P02;Faldilla;NO;1,152;1,19;1002261869
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;2X;P03;Faldilla;NO;1,152;1,14;1002261869
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;2X;P04;Radio;NO;1,152;1,14;1002261869
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;2X;P05;Alma;NO;1,152;1,14;1002261869
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;2X;P06;Alma;NO;1,152;1,14;1002261869
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;2X;P07;Alma;NO;1,152;1,16;1002261869
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;3X;P01;Faldilla;NO;1,152;1,16;1002261869
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;3X;P02;Faldilla;NO;1,152;1,14;1002261869
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;3X;P03;Faldilla;NO;1,152;1,14;1002261869
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;3X;P04;Radio;NO;1,152;1,13;1002261869
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;3X;P05;Alma;NO;1,152;1,15;1002261869
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;3X;P06;Alma;NO;1,152;1,18;1002261869
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;3X;P07;Alma;NO;1,152;1,16;1002261869
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;4X;P01;Faldilla;NO;1,152;1,14;1002261869
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;4X;P02;Faldilla;NO;1,152;1,17;1002261869
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;4X;P03;Faldilla;NO;1,152;1,14;1002261869
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;4X;P04;Radio;NO;1,152;1,12;1002261869
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;4X;P05;Alma;NO;1,152;1,13;1002261869
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;4X;P06;Alma;NO;1,152;1,13;1002261869
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;4X;P07;Alma;NO;1,152;1,15;1002261869
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;1X;P01;Faldilla;NO;1,152;1,16;1002261867
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;1X;P02;Faldilla;NO;1,152;1,14;1002261867
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;1X;P03;Faldilla;NO;1,152;1,16;1002261867
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;1X;P04;Radio;NO;1,152;1,15;1002261867
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;1X;P05;Alma;NO;1,152;1,15;1002261867
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;1X;P06;Alma;NO;1,152;1,15;1002261867
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;1X;P07;Alma;NO;1,152;1,14;1002261867
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;2X;P01;Faldilla;NO;1,152;1,16;1002261867
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;2X;P02;Faldilla;NO;1,152;1,17;1002261867
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;2X;P03;Faldilla;NO;1,152;1,15;1002261867
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;2X;P04;Radio;NO;1,152;1,14;1002261867
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;2X;P05;Alma;NO;1,152;1,15;1002261867
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;2X;P06;Alma;NO;1,152;1,1;1002261867
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;2X;P07;Alma;NO;1,152;1,11;1002261867
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;3X;P01;Faldilla;NO;1,152;1,14;1002261867
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;3X;P02;Faldilla;NO;1,152;1,16;1002261867
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;3X;P03;Faldilla;NO;1,152;1,16;1002261867
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;3X;P04;Radio;NO;1,152;1,18;1002261867
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;3X;P05;Alma;NO;1,152;1,09;1002261867
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;3X;P06;Alma;NO;1,152;1,12;1002261867
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;3X;P07;Alma;NO;1,152;1,14;1002261867
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;4X;P01;Faldilla;NO;1,152;1,17;1002261867
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;4X;P02;Faldilla;NO;1,152;1,14;1002261867
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;4X;P03;Faldilla;NO;1,152;1,17;1002261867
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;4X;P04;Radio;NO;1,152;1,12;1002261867
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;4X;P05;Alma;NO;1,152;1,13;1002261867
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;4X;P06;Alma;NO;1,152;1,13;1002261867
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;8,0;4X;P07;Alma;NO;1,152;1,11;1002261867
PT-AU57;AU01-3442;;;R13 hembra;PW Fabric;14,0;1X;P01;Faldilla;NO;2,8;2,76;1002261905
PT-AU57;AU01-3442;;;R13 hembra;PW Fabric;14,0;1X;P02;Faldilla;NO;2,8;2,8;1002261905
PT-AU57;AU01-3442;;;R13 hembra;PW Fabric;14,0;1X;P03;Faldilla;NO;2,8;2,78;1002261905
PT-AU57;AU01-3442;;;R13 hembra;PW Fabric;14,0;1X;P04;Radio;NO;2,8;2,88;1002261905
PT-AU57;AU01-3442;;;R13 hembra;PW Fabric;14,0;1X;P05;Alma;NO;2,8;2,8;1002261905
PT-AU57;AU01-3442;;;R13 hembra;PW Fabric;14,0;1X;P06;Alma;NO;2,8;2,8;1002261905
PT-AU57;AU01-3442;;;R13 hembra;PW Fabric;14,0;1X;P07;Alma;NO;2,8;2,81;1002261905
PT-AU57;AU01-3442;;;R13 hembra;PW Fabric;14,0;2X;P01;Faldilla;NO;2,8;2,7;1002261905
PT-AU57;AU01-3442;;;R13 hembra;PW Fabric;14,0;2X;P02;Faldilla;NO;2,8;2,77;1002261905
PT-AU57;AU01-3442;;;R13 hembra;PW Fabric;14,0;2X;P03;Faldilla;NO;2,8;2,66;1002261905
PT-AU57;AU01-3442;;;R13 hembra;PW Fabric;14,0;2X;P04;Radio;NO;2,8;2,87;1002261905
PT-AU57;AU01-3442;;;R13 hembra;PW Fabric;14,0;2X;P05;Alma;NO;2,8;2,85;1002261905
PT-AU57;AU01-3442;;;R13 hembra;PW Fabric;14,0;2X;P06;Alma;NO;2,8;2,77;1002261905
PT-AU57;AU01-3442;;;R13 hembra;PW Fabric;14,0;2X;P07;Alma;NO;2,8;2,84;1002261905
PT-AU57;AU01-3442;;;R13 hembra;PW Fabric;14,0;3X;P01;Faldilla;NO;2,8;2,81;1002261905
PT-AU57;AU01-3442;;;R13 hembra;PW Fabric;14,0;3X;P02;Faldilla;NO;2,8;2,82;1002261905
PT-AU57;AU01-3442;;;R13 hembra;PW Fabric;14,0;3X;P03;Faldilla;NO;2,8;2,8;1002261905
PT-AU57;AU01-3442;;;R13 hembra;PW Fabric;14,0;3X;P04;Radio;NO;2,8;2,9;1002261905
PT-AU57;AU01-3442;;;R13 hembra;PW Fabric;14,0;3X;P05;Alma;NO;2,8;2,8;1002261905
PT-AU57;AU01-3442;;;R13 hembra;PW Fabric;14,0;3X;P06;Alma;NO;2,8;2,81;1002261905
PT-AU57;AU01-3442;;;R13 hembra;PW Fabric;14,0;3X;P07;Alma;NO;2,8;2,84;1002261905
PT-AU57;AU01-3442;;;R13 hembra;PW Fabric;14,0;4X;P01;Faldilla;NO;2,8;2,8;1002261905
PT-AU57;AU01-3442;;;R13 hembra;PW Fabric;14,0;4X;P02;Faldilla;NO;2,8;2,8;1002261905
PT-AU57;AU01-3442;;;R13 hembra;PW Fabric;14,0;4X;P03;Faldilla;NO;2,8;2,8;1002261905
PT-AU57;AU01-3442;;;R13 hembra;PW Fabric;14,0;4X;P04;Radio;NO;2,8;2,9;1002261905
PT-AU57;AU01-3442;;;R13 hembra;PW Fabric;14,0;4X;P05;Alma;NO;2,8;2,8;1002261905
PT-AU57;AU01-3442;;;R13 hembra;PW Fabric;14,0;4X;P06;Alma;NO;2,8;2,8;1002261905
PT-AU57;AU01-3442;;;R13 hembra;PW Fabric;14,0;4X;P07;Alma;NO;2,8;2,8;1002261905
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;1X;P01;Faldilla;NO;3,456;3,43;1002261873
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;1X;P02;Faldilla;NO;3,456;3,47;1002261873
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;1X;P03;Faldilla;NO;3,456;3,45;1002261873
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;1X;P04;Radio;NO;3,456;3,55;1002261873
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;1X;P05;Alma;NO;3,456;3,48;1002261873
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;1X;P06;Alma;NO;3,456;3,45;1002261873
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;1X;P07;Alma;NO;3,456;3,39;1002261873
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;2X;P01;Faldilla;NO;3,456;3,4;1002261873
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;2X;P02;Faldilla;NO;3,456;3,38;1002261873
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;2X;P03;Faldilla;NO;3,456;3,41;1002261873
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;2X;P04;Radio;NO;3,456;3,52;1002261873
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;2X;P05;Alma;NO;3,456;3,38;1002261873
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;2X;P06;Alma;NO;3,456;3,38;1002261873
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;2X;P07;Alma;NO;3,456;3,39;1002261873
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;3X;P01;Faldilla;NO;3,456;3,42;1002261873
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;3X;P02;Faldilla;NO;3,456;3,41;1002261873
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;3X;P03;Faldilla;NO;3,456;3,38;1002261873
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;3X;P04;Radio;NO;3,456;3,48;1002261873
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;3X;P05;Alma;NO;3,456;3,49;1002261873
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;3X;P06;Alma;NO;3,456;3,37;1002261873
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;3X;P07;Alma;NO;3,456;3,31;1002261873
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;4X;P01;Faldilla;NO;3,456;3,4;1002261873
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;4X;P02;Faldilla;NO;3,456;3,44;1002261873
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;4X;P03;Faldilla;NO;3,456;3,41;1002261873
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;4X;P04;Radio;NO;3,456;3,37;1002261873
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;4X;P05;Alma;NO;3,456;3,41;1002261873
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;4X;P06;Alma;NO;3,456;3,34;1002261873
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;24,0;4X;P07;Alma;NO;3,456;3,32;1002261873
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;52,0;1X;P01;Faldilla;NO;7,488;7,34;1002261896
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;52,0;1X;P02;Faldilla;NO;7,488;7,45;1002261896
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;52,0;1X;P03;Faldilla;NO;7,488;7,37;1002261896
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;52,0;1X;P04;Radio;NO;7,488;7,48;1002261896
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;52,0;1X;P05;Alma;NO;7,488;7,35;1002261896
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;52,0;1X;P06;Alma;NO;7,488;7,45;1002261896
PT-AU57;AU01-3442;;;R13 hembra;UD Tape;52,0;1X;P07;Alma;NO;7,488;7,3;1002261896
